1685177213.049,2023-05-27 08:46:53.049,1,3.708,83.25000000000102,0,31.30467896026613,538494725407,1
1685177213.666,2023-05-27 08:46:53.666,1,3.474,78.9999999999992,0,31.42760180102679,538500389045,1
1685177214.272,2023-05-27 08:46:54.272,1,3.38,78.9999999999992,0,31.42760180102679,538506503540,1
1685177214.88,2023-05-27 08:46:54.880,1,3.053,72.7499999999992,0,30.698154381617215,538512093624,1
1685177215.487,2023-05-27 08:46:55.487,1,3.791,71.75000000000296,0,30.730315574304196,538518213119,1
1685177216.095,2023-05-27 08:46:56.095,1,3.131,71.75000000000296,0,30.730315574304196,538524322879,1
1685177216.702,2023-05-27 08:46:56.702,1,3.807,66.49999999999636,0,30.884018452237672,538529600884,1
1685177217.308,2023-05-27 08:46:57.308,1,3.719,66.49999999999636,0,30.884018452237672,538535796869,1
1685177217.913,2023-05-27 08:46:57.913,1,3.406,63.24999999999932,0,31.152554545777413,538541485694,1
1685177218.52,2023-05-27 08:46:58.520,1,3.926,75.50000000000239,0,31.22121770562446,538547688536,1
1685177219.126,2023-05-27 08:46:59.126,1,3.292,75.50000000000239,0,31.22121770562446,538553474212,1
1685177219.733,2023-05-27 08:46:59.733,1,2.386,74.25000000000068,0,31.370382501154253,538559587346,1
1685177220.34,2023-05-27 08:47:00.340,1,3.406,74.25000000000068,0,31.370382501154253,538565692785,1
1685177220.947,2023-05-27 08:47:00.947,1,3.438,76.99999999999818,0,31.390705218005532,538571598493,1
1685177221.554,2023-05-27 08:47:01.554,1,3.594,75.49999999999955,0,31.49508111329027,538577384911,1
1685177222.161,2023-05-27 08:47:02.161,1,4.045,75.49999999999955,0,31.49508111329027,538582857648,1
1685177222.768,2023-05-27 08:47:02.768,1,3.552,82.5000000000017,0,31.436086042042373,538589099251,1
1685177223.377,2023-05-27 08:47:03.377,1,3.438,82.5000000000017,0,31.961122445355567,538594722687,1
1685177223.986,2023-05-27 08:47:03.986,1,3.318,79.9999999999983,0,31.961122445355567,538600879714,1
1685177224.592,2023-05-27 08:47:04.592,1,4.641,84.25000000000011,0,32.18033155624657,538606957322,1
1685177225.198,2023-05-27 08:47:05.198,1,4.79,84.25000000000011,0,32.18033155624657,538612631511,1
1685177225.804,2023-05-27 08:47:05.804,1,3.479,93.2500000000033,0,33.949394461961,538618879033,1
1685177226.41,2023-05-27 08:47:06.410,1,3.474,93.2500000000033,0,34.23213672650359,538624471250,1
1685177227.017,2023-05-27 08:47:07.017,1,3.485,87.9999999999967,0,34.23213672650359,538630449840,1
1685177227.623,2023-05-27 08:47:07.623,1,4.392,88.24999999999932,0,34.682985347913075,538636277137,1
1685177228.235,2023-05-27 08:47:08.235,1,2.219,88.24999999999932,0,34.682985347913075,538642342419,1
1685177228.842,2023-05-27 08:47:08.842,1,4.263,80.25000000000091,0,33.980569114995006,538648171287,1
1685177229.45,2023-05-27 08:47:09.450,1,4.361,88.49999999999909,0,33.58654517759687,538653799790,1
1685177230.058,2023-05-27 08:47:10.058,1,3.635,88.49999999999909,0,33.58654517759687,538659858591,1
1685177230.664,2023-05-27 08:47:10.664,1,3.589,87.25000000000023,0,32.98120444653153,538665718546,1
1685177231.27,2023-05-27 08:47:11.270,1,3.765,87.25000000000023,0,32.98120444653153,538671775695,1
1685177231.876,2023-05-27 08:47:11.876,1,2.479,73.7499999999983,0,32.53509121545631,538677336299,1
1685177232.483,2023-05-27 08:47:12.483,1,2.934,58.25000000000102,0,32.12113917706808,538683613077,1
1685177233.095,2023-05-27 08:47:13.095,1,2.918,58.25000000000102,0,32.12113917706808,538689596562,1
1685177233.704,2023-05-27 08:47:13.704,1,3.089,69.24999999999955,0,32.00808173283717,538695087953,1
1685177234.311,2023-05-27 08:47:14.311,1,3.079,69.24999999999955,0,32.00808173283717,538701201514,1
1685177234.918,2023-05-27 08:47:14.918,1,2.584,68.99999999999977,0,31.7247475445028,538706802147,1
1685177235.526,2023-05-27 08:47:15.526,1,3.864,56.749999999999545,0,31.631223585400793,538713042929,1
1685177236.133,2023-05-27 08:47:16.133,1,3.225,56.749999999999545,0,31.631223585400793,538718685425,1
1685177236.74,2023-05-27 08:47:16.740,1,3.048,69.75000000000477,0,31.483045329523975,538724951759,1
1685177237.349,2023-05-27 08:47:17.349,1,2.959,69.75000000000477,0,31.483045329523975,538730633142,1
1685177237.957,2023-05-27 08:47:17.957,1,3.459,57.71144278606852,0,31.535331931131637,538736758732,1
1685177238.564,2023-05-27 08:47:18.564,1,3.771,74.12060301507321,0,32.426374545698486,538742830793,1
1685177239.172,2023-05-27 08:47:19.172,1,3.657,74.12060301507321,0,32.426374545698486,538748582983,1
1685177239.779,2023-05-27 08:47:19.779,1,4.335,93.00000000000068,0,32.34962176069705,538754591997,1
1685177240.386,2023-05-27 08:47:20.386,1,3.936,93.00000000000068,0,32.63926980281045,538760410714,1
1685177240.993,2023-05-27 08:47:20.993,1,2.88,89.50000000000102,0,32.63926980281045,538766046710,1
1685177241.601,2023-05-27 08:47:21.601,1,3.199,78.24999999999989,0,32.818228095860086,538771745676,1
1685177242.208,2023-05-27 08:47:22.208,1,2.683,78.24999999999989,0,32.818228095860086,538777860678,1
1685177242.816,2023-05-27 08:47:22.816,1,2.948,67.24999999999852,0,32.19473503518,538783912795,1
1685177243.442,2023-05-27 08:47:23.442,1,3.162,72.00000000000273,0,32.16553346145195,538789743949,1
1685177244.05,2023-05-27 08:47:24.050,1,3.199,72.00000000000273,0,32.16553346145195,538795899158,1
1685177244.657,2023-05-27 08:47:24.657,1,2.876,73.7499999999983,0,32.034323687606296,538801707065,1
1685177245.264,2023-05-27 08:47:25.264,1,3.282,73.7499999999983,0,32.034323687606296,538807803676,1
1685177245.874,2023-05-27 08:47:25.874,1,3.241,70.75000000000102,0,31.98795632391648,538813274775,1
1685177246.481,2023-05-27 08:47:26.481,1,3.49,63.00000000000239,0,30.577401928093096,538819385891,1
1685177247.089,2023-05-27 08:47:27.089,1,2.934,63.00000000000239,0,30.577401928093096,538825416110,1
1685177247.696,2023-05-27 08:47:27.696,1,3.038,74.49999999999761,0,30.32425585313976,538831045022,1
1685177248.304,2023-05-27 08:47:28.304,1,2.14,74.49999999999761,0,30.32425585313976,538837155750,1
1685177248.914,2023-05-27 08:47:28.914,1,3.76,51.499999999998636,0,30.46177948076445,538843030246,1
1685177249.523,2023-05-27 08:47:29.523,1,4.118,71.99999999999989,0,30.29683005078706,538849193494,1
1685177250.13,2023-05-27 08:47:30.130,1,3.214,71.99999999999989,0,30.29683005078706,538854770635,1
1685177250.737,2023-05-27 08:47:30.737,1,2.334,80.50000000000068,0,30.33412124966951,538861044294,1
1685177251.343,2023-05-27 08:47:31.343,1,2.25,80.50000000000068,0,30.33412124966951,538866985779,1
1685177251.95,2023-05-27 08:47:31.950,1,2.339,44.99999999999602,0,30.651589709996802,538872668778,1
1685177252.556,2023-05-27 08:47:32.556,1,2.938,67.25000000000136,0,31.207800766344,538878458685,1
1685177253.163,2023-05-27 08:47:33.163,1,3.536,67.25000000000136,0,31.207800766344,538884177766,1
1685177253.769,2023-05-27 08:47:33.769,1,2.767,55.00000000000114,0,31.23404272111313,538890523178,1
1685177254.377,2023-05-27 08:47:34.377,1,2.516,55.00000000000114,0,31.32105551850551,538896100415,1
1685177254.983,2023-05-27 08:47:34.983,1,2.908,49.75000000000023,0,31.32105551850551,538902076628,1
1685177255.592,2023-05-27 08:47:35.592,1,2.6,41.75000000000182,0,31.229899254570636,538908331553,1
1685177256.198,2023-05-27 08:47:36.198,1,2.245,41.75000000000182,0,31.229899254570636,538914006357,1
1685177256.805,2023-05-27 08:47:36.805,1,2.996,48.75000000000114,0,30.334713173461292,538920075440,1
1685177257.411,2023-05-27 08:47:37.411,1,2.297,48.75000000000114,0,30.86053880849687,538925790028,1
1685177258.017,2023-05-27 08:47:38.017,1,2.532,63.49999999999625,0,30.86053880849687,538931578437,1
1685177258.625,2023-05-27 08:47:38.625,1,3.385,72.00000000000273,0,30.807068359305635,538937486816,1
1685177259.235,2023-05-27 08:47:39.235,1,2.229,72.00000000000273,0,30.807068359305635,538943583245,1
1685177259.842,2023-05-27 08:47:39.842,1,2.376,68.24999999999761,0,30.70880900986934,538949720627,1
1685177260.45,2023-05-27 08:47:40.450,1,2.438,65.00000000000057,0,30.63363468831266,538955520581,1
